5,72,48,34,42,67
6,48,34,42,67,78
7,34,42,67,78,71
8,42,67,78,71,162
9,67,78,71,162,49
10,78,71,162,49,96
11,71,162,49,96,130
12,162,49,96,130,105
13,49,96,130,105,40
14,96,130,105,40,95
15,130,105,40,95,104
16,105,40,95,104,142
17,40,95,104,142,123
18,95,104,142,123,196
19,104,142,123,196,96
20,142,123,196,96,137
21,123,196,96,137,39
22,196,96,137,39,69
23,96,137,39,69,77
24,137,39,69,77,137
25,39,69,77,137,82
26,69,77,137,82,113
27,77,137,82,113,35
28,137,82,113,35,253
29,82,113,35,253,157
30,113,35,253,157,82
31,35,253,157,82,73
32,253,157,82,73,230
33,157,82,73,230,72
34,82,73,230,72,91
35,73,230,72,91,57
36,230,72,91,57,87
37,72,91,57,87,226
38,91,57,87,226,111
39,57,87,226,111,94
40,87,226,111,94,48
41,226,111,94,48,103
42,111,94,48,103,119
43,94,48,103,119,195
44,48,103,119,195,152
45,103,119,195,152,52
46,119,195,152,52,136
47,195,152,52,136,193
48,152,52,136,193,157
49,52,136,193,157,77
50,136,193,157,77,158
51,193,157,77,158,147
52,157,77,158,147,9
53,77,158,147,9,82
54,158,147,9,82,221
55,147,9,82,221,28
56,9,82,221,28,123
57,82,221,28,123,152
58,221,28,123,152,39
59,28,123,152,39,173
60,123,152,39,173,144
61,152,39,173,144,59
62,39,173,144,59,253
63,173,144,59,253,289
64,144,59,253,289,141
65,59,253,289,141,162
66,253,289,141,162,150
67,289,141,162,150,256
68,141,162,150,256,141
69,162,150,256,141,225
70,150,256,141,225,133
71,256,141,225,133,237
72,141,225,133,237,105
73,225,133,237,105,105
74,133,237,105,105,79
75,237,105,105,79,216
76,105,105,79,216,240
77,105,79,216,240,176
78,79,216,240,176,111
79,216,240,176,111,276
80,240,176,111,276,314
81,176,111,276,314,335
82,111,276,314,335,129
83,276,314,335,129,170
84,314,335,129,170,203
85,335,129,170,203,314
86,129,170,203,314,109
87,170,203,314,109,193
88,203,314,109,193,120
89,314,109,193,120,134
90,109,193,120,134,154
91,193,120,134,154,287
92,120,134,154,287,77
93,134,154,287,77,49
94,154,287,77,49,150
95,287,77,49,150,172
96,77,49,150,172,158
97,49,150,172,158,65
98,150,172,158,65,226
99,172,158,65,226,322
100,158,65,226,322,123
101,65,226,322,123,31
102,226,322,123,31,164
103,322,123,31,164,63
104,123,31,164,63,176
105,31,164,63,176,68
106,164,63,176,68,115
107,63,176,68,115,123
108,176,68,115,123,72
109,68,115,123,72,194
110,115,123,72,194,184
111,123,72,194,184,111
112,72,194,184,111,148
113,194,184,111,148,144
114,184,111,148,144,169
115,111,148,144,169,148
116,148,144,169,148,109
117,144,169,148,109,160
118,169,148,109,160,109
119,148,109,160,109,86
120,109,160,109,86,150
121,160,109,86,150,190
122,109,86,150,190,318
123,86,150,190,318,262
124,150,190,318,262,138
125,190,318,262,138,74
126,318,262,138,74,273
127,262,138,74,273,18
128,138,74,273,18,207
129,74,273,18,207,110
130,273,18,207,110,178
131,18,207,110,178,94
132,207,110,178,94,133
133,110,178,94,133,192
134,178,94,133,192,241
135,94,133,192,241,97
136,133,192,241,97,204
137,192,241,97,204,352
138,241,97,204,352,42
139,97,204,352,42,336
140,204,352,42,336,38
141,352,42,336,38,151
142,42,336,38,151,175
143,336,38,151,175,106
144,38,151,175,106,74
145,151,175,106,74,219
146,175,106,74,219,27
147,106,74,219,27,201
148,74,219,27,201,175
149,219,27,201,175,255
150,27,201,175,255,56
151,201,175,255,56,106
152,175,255,56,106,232
153,255,56,106,232,102
154,56,106,232,102,209
155,106,232,102,209,138
156,232,102,209,138,236
157,102,209,138,236,122
158,209,138,236,122,132
159,138,236,122,132,97
160,236,122,132,97,299
161,122,132,97,299,123
162,132,97,299,123,188
163,97,299,123,188,88
164,299,123,188,88,206
165,123,188,88,206,94
166,188,88,206,94,279
167,88,206,94,279,190
168,206,94,279,190,135
169,94,279,190,135,249
170,279,190,135,249,85
171,190,135,249,85,136
172,135,249,85,136,172
173,249,85,136,172,206
174,85,136,172,206,141
175,136,172,206,141,238
176,172,206,141,238,195
177,206,141,238,195,81
178,141,238,195,81,349
179,238,195,81,349,99
180,195,81,349,99,208
181,81,349,99,208,109
182,349,99,208,109,120
183,99,208,109,120,99
184,208,109,120,99,215
185,109,120,99,215,173
186,120,99,215,173,179
187,99,215,173,179,228
188,215,173,179,228,108
189,173,179,228,108,106
190,179,228,108,106,243
191,228,108,106,243,128
192,108,106,243,128,85
193,106,243,128,85,155
194,243,128,85,155,26
195,128,85,155,26,202
196,85,155,26,202,50
197,155,26,202,50,345
198,26,202,50,345,196
199,202,50,345,196,180
200,50,345,196,180,164
201,345,196,180,164,104
202,196,180,164,104,222
203,180,164,104,222,100
204,164,104,222,100,272
205,104,222,100,272,123
206,222,100,272,123,257
207,100,272,123,257,204
208,272,123,257,204,158
209,123,257,204,158,158
210,257,204,158,158,27
211,204,158,158,27,306
212,158,158,27,306,127
213,158,27,306,127,139
214,27,306,127,139,306
215,306,127,139,306,170
216,127,139,306,170,162
217,139,306,170,162,260
218,306,170,162,260,121
219,170,162,260,121,276
220,162,260,121,276,168
221,260,121,276,168,290
222,121,276,168,290,93
223,276,168,290,93,383
224,168,290,93,383,263
225,290,93,383,263,281
226,93,383,263,281,192
227,383,263,281,192,159
228,263,281,192,159,177
229,281,192,159,177,157
230,192,159,177,157,201
231,159,177,157,201,138
232,177,157,201,138,288
233,157,201,138,288,138
234,201,138,288,138,143
235,138,288,138,143,162
236,288,138,143,162,202
237,138,143,162,202,114
238,143,162,202,114,190
239,162,202,114,190,103
240,202,114,190,103,87
241,114,190,103,87,441
242,190,103,87,441,204
243,103,87,441,204,148
244,87,441,204,148,153
245,441,204,148,153,195
246,204,148,153,195,113
247,148,153,195,113,115
248,153,195,113,115,86
249,195,113,115,86,86
250,113,115,86,86,137
251,115,86,86,137,119
252,86,86,137,119,205
253,86,137,119,205,110
254,137,119,205,110,229
255,119,205,110,229,181
256,205,110,229,181,193
257,110,229,181,193,143
258,229,181,193,143,192
259,181,193,143,192,168
260,193,143,192,168,176
261,143,192,168,176,126
262,192,168,176,126,110
263,168,176,126,110,119
264,176,126,110,119,272
265,126,110,119,272,21
266,110,119,272,21,59
267,119,272,21,59,67
268,272,21,59,67,228
269,21,59,67,228,253
270,59,67,228,253,54
271,67,228,253,54,199
272,228,253,54,199,172
273,253,54,199,172,352
274,54,199,172,352,52
275,199,172,352,52,135
276,172,352,52,135,168
277,352,52,135,168,128
278,52,135,168,128,88
279,135,168,128,88,234
280,168,128,88,234,137
281,128,88,234,137,143
282,88,234,137,143,47
283,234,137,143,47,146
284,137,143,47,146,77
285,143,47,146,77,130
286,47,146,77,130,222
287,146,77,130,222,133
288,77,130,222,133,124
289,130,222,133,124,212
290,222,133,124,212,141
291,133,124,212,141,229
292,124,212,141,229,182
293,212,141,229,182,199
294,141,229,182,199,180
295,229,182,199,180,130
296,182,199,180,130,150
297,199,180,130,150,255
298,180,130,150,255,106
299,130,150,255,106,199
300,150,255,106,199,223
301,255,106,199,223,167
302,106,199,223,167,187
303,199,223,167,187,148
304,223,167,187,148,240
305,167,187,148,240,132
306,187,148,240,132,124
307,148,240,132,124,236
308,240,132,124,236,208
309,132,124,236,208,145
310,124,236,208,145,248
311,236,208,145,248,249
312,208,145,248,249,102
313,145,248,249,102,372
314,248,249,102,372,156
315,249,102,372,156,147
316,102,372,156,147,106
317,372,156,147,106,290
318,156,147,106,290,188
319,147,106,290,188,299
320,106,290,188,299,69
321,290,188,299,69,239
322,188,299,69,239,291
323,299,69,239,291,229
324,69,239,291,229,112
325,239,291,229,112,163
326,291,229,112,163,289
327,229,112,163,289,190
328,112,163,289,190,114
329,163,289,190,114,214
330,289,190,114,214,186
331,190,114,214,186,209
332,114,214,186,209,53
333,214,186,209,53,176
334,186,209,53,176,107
335,209,53,176,107,160
336,53,176,107,160,36
337,176,107,160,36,168
338,107,160,36,168,245
339,160,36,168,245,141
340,36,168,245,141,109
341,168,245,141,109,294
342,245,141,109,294,305
343,141,109,294,305,116
344,109,294,305,116,233
345,294,305,116,233,424
346,305,116,233,424,299
347,116,233,424,299,196
348,233,424,299,196,146
349,424,299,196,146,108
350,299,196,146,108,235
351,196,146,108,235,196
352,146,108,235,196,221
353,108,235,196,221,146
354,235,196,221,146,244
355,196,221,146,244,99
356,221,146,244,99,131
357,146,244,99,131,209
358,244,99,131,209,119
359,99,131,209,119,319
360,131,209,119,319,176
361,209,119,319,176,222
362,119,319,176,222,368
363,319,176,222,368,188
364,176,222,368,188,88
365,222,368,188,88,241
366,368,188,88,241,234
367,188,88,241,234,200
368,88,241,234,200,236
369,241,234,200,236,262
370,234,200,236,262,129
371,200,236,262,129,169
372,236,262,129,169,303
373,262,129,169,303,319
374,129,169,303,319,220
375,169,303,319,220,210
376,303,319,220,210,269
377,319,220,210,269,178
378,220,210,269,178,226
379,210,269,178,226,154
380,269,178,226,154,202
381,178,226,154,202,233
382,226,154,202,233,233
383,154,202,233,233,260
384,202,233,233,260,200
385,233,233,260,200,202
386,233,260,200,202,179
387,260,200,202,179,173
388,200,202,179,173,212
389,202,179,173,212,320
390,179,173,212,320,372
391,173,212,320,372,147
392,212,320,372,147,85
393,320,372,147,85,325
394,372,147,85,325,164
395,147,85,325,164,236
396,85,325,164,236,151
397,325,164,236,151,257
398,164,236,151,257,416
399,236,151,257,416,225
400,151,257,416,225,183
401,257,416,225,183,198
402,416,225,183,198,398
403,225,183,198,398,211
404,183,198,398,211,183
405,198,398,211,183,181
406,398,211,183,181,251
407,211,183,181,251,399
408,183,181,251,399,269
409,181,251,399,269,277
410,251,399,269,277,92
411,399,269,277,92,265
412,269,277,92,265,228
413,277,92,265,228,281
414,92,265,228,281,175
415,265,228,281,175,135
416,228,281,175,135,187
417,281,175,135,187,348
418,175,135,187,348,247
419,135,187,348,247,184
420,187,348,247,184,364
421,348,247,184,364,165
422,247,184,364,165,282
423,184,364,165,282,158
424,364,165,282,158,469
425,165,282,158,469,122
426,282,158,469,122,184
427,158,469,122,184,152
428,469,122,184,152,195
429,122,184,152,195,225
430,184,152,195,225,258
431,152,195,225,258,171
432,195,225,258,171,230
433,225,258,171,230,75
434,258,171,230,75,254
435,171,230,75,254,197
436,230,75,254,197,185
437,75,254,197,185,259
438,254,197,185,259,185
439,197,185,259,185,279
440,185,259,185,279,190
441,259,185,279,190,281
442,185,279,190,281,254
443,279,190,281,254,139
444,190,281,254,139,253
445,281,254,139,253,348
446,254,139,253,348,222
447,139,253,348,222,218
448,253,348,222,218,257
449,348,222,218,257,310
450,222,218,257,310,227
451,218,257,310,227,256
452,257,310,227,256,202
453,310,227,256,202,199
454,227,256,202,199,293
455,256,202,199,293,273
456,202,199,293,273,195
457,199,293,273,195,204
458,293,273,195,204,243
459,273,195,204,243,169
460,195,204,243,169,267
461,204,243,169,267,369
462,243,169,267,369,248
463,169,267,369,248,212
464,267,369,248,212,254
465,369,248,212,254,386
466,248,212,254,386,100
467,212,254,386,100,228
468,254,386,100,228,351
469,386,100,228,351,258
470,100,228,351,258,318
471,228,351,258,318,217
472,351,258,318,217,221
473,258,318,217,221,370
474,318,217,221,370,248
475,217,221,370,248,179
476,221,370,248,179,341
477,370,248,179,341,165
478,248,179,341,165,176
479,179,341,165,176,136
480,341,165,176,136,201
481,165,176,136,201,147
